2.017043e+01 7.082543e-16 -1.175455e+01 -4.657274e-01 -1.585622e+01 8.035231e-17 5.480464e+01 -4.657274e-01 
1.222975e-01 2.432582e-18 -1.846604e-01 -4.326864e-03 -9.411259e-02 3.326471e-19 3.259980e-01 -3.954161e-01 
8.717330e-02 5.234003e-19 -2.054385e-01 -3.280148e-03 -6.766228e-02 9.675697e-19 2.848588e-01 -4.617032e-01 
-9.640625e-02 -1.563063e-19 3.042432e-01 -3.688919e-01 -7.412675e-03 -3.203310e-18 -1.563726e-01 1.143294e-02 
-1.147281e-01 -1.281432e-18 2.848099e-01 -3.618332e-01 7.273967e-03 -2.642753e-18 -1.615758e-01 1.223067e-02 
3.505680e-02 1.650723e-17 1.003802e+00 4.612819e-01 9.687794e-03 -3.844739e-18 -2.629614e-01 -5.003063e-03 
-2.016046e-02 1.355656e-17 9.794684e-01 4.611305e-01 6.121637e-02 -1.313847e-18 -2.485530e-01 -4.243410e-03 
-6.066257e-02 1.126893e-17 9.526552e-01 4.567131e-01 1.012182e-01 6.947251e-19 -2.346926e-01 -3.994223e-03 
-8.655340e-02 9.676100e-18 9.259047e-01 4.495092e-01 1.296173e-01 2.195342e-18 -2.204114e-01 -4.218462e-03 
-9.615570e-02 8.822290e-18 8.968782e-01 4.384309e-01 1.447315e-01 3.137222e-18 -2.044144e-01 -4.917824e-03 
-8.499372e-02 8.826890e-18 8.594141e-01 4.202238e-01 1.422897e-01 3.340617e-18 -1.862220e-01 -6.136915e-03 
-4.422825e-02 9.907080e-18 8.001675e-01 3.877638e-01 1.137307e-01 2.405790e-18 -1.670329e-01 -7.947915e-03 
-1.676299e-01 -4.100848e-18 2.986683e-01 -4.067903e-01 9.761695e-02 1.339275e-18 -1.915195e-01 7.827924e-03 
-1.771009e-01 -4.653610e-18 3.156758e-01 -4.246505e-01 1.144761e-01 2.131709e-18 -2.044529e-01 6.808540e-03 
-2.089041e-01 -6.705641e-18 3.113645e-01 -4.314441e-01 1.481423e-01 3.979792e-18 -2.029364e-01 6.669798e-03 
-2.613011e-01 -1.017700e-17 2.888484e-01 -4.288509e-01 1.969177e-01 6.831655e-18 -1.881089e-01 7.404468e-03 
-1.290571e-01 6.120589e-18 8.222397e-01 4.056397e-01 2.097861e-01 7.722798e-18 -1.155126e-01 -8.942353e-03 
-1.128602e-01 6.744224e-18 8.149495e-01 3.988619e-01 1.970338e-01 7.242965e-18 -1.099272e-01 -9.376726e-03 
-2.952868e-01 -1.587026e-17 2.818469e-01 -4.375829e-01 2.368404e-01 1.162169e-17 -1.602714e-01 6.915413e-03 
-2.977149e-01 -1.889316e-17 2.980700e-01 -4.544794e-01 2.443468e-01 1.398443e-17 -1.634257e-01 6.246029e-03 
-3.067729e-01 -2.331393e-17 3.030648e-01 -4.637743e-01 2.534084e-01 1.700071e-17 -1.632338e-01 6.432223e-03 
-2.192568e-03 1.610356e-17 3.248729e+00 1.477499e+00 4.606957e-01 3.397585e-17 -4.904244e-01 -5.368438e-02 
-4.831671e-03 1.153998e-17 8.120655e-01 3.677703e-01 9.895873e-02 2.536583e-18 -1.437218e-01 -9.918543e-03 
