3.033912e-17 2.449430e+02 3.498184e-17 3.293486e-17 -1.388489e-17 -4.731802e+02 -5.899326e-18 -6.659843e-18 
-1.377140e-20 2.325247e+00 -1.005552e-20 -9.560248e-21 1.466490e-20 -2.813233e+00 1.801681e-20 1.486260e-20 
-7.420100e-20 2.214102e+00 -4.820835e-20 -4.370900e-20 7.207635e-20 -2.360609e+00 8.492803e-20 8.562479e-20 
-1.432792e-18 -2.701898e+00 -1.878976e-18 -1.878223e-18 9.479073e-19 1.014697e+00 4.740161e-19 4.632981e-19 
-1.549822e-18 -2.697645e+00 -1.963557e-18 -1.959783e-18 1.071389e-18 1.166228e+00 6.185477e-19 6.075342e-19 
7.464607e-19 -6.509374e+00 9.103231e-19 9.097447e-19 -5.595169e-19 2.075622e+00 -3.759885e-19 -3.700361e-19 
8.284468e-19 -6.712957e+00 1.004600e-18 1.007156e-18 -6.415012e-19 2.357187e+00 -4.601525e-19 -4.547539e-19 
8.822304e-19 -6.801624e+00 1.092840e-18 1.098571e-18 -6.707744e-19 2.558059e+00 -4.885022e-19 -4.878977e-19 
9.040392e-19 -6.792581e+00 1.178420e-18 1.188328e-18 -6.410253e-19 2.670836e+00 -4.542653e-19 -4.634511e-19 
8.851844e-19 -6.658471e+00 1.259148e-18 1.275406e-18 -5.433486e-19 2.673172e+00 -3.461383e-19 -3.704301e-19 
8.130821e-19 -6.327671e+00 1.321122e-18 1.346938e-18 -3.731782e-19 2.528879e+00 -1.544175e-19 -1.978700e-19 
6.571416e-19 -5.651245e+00 1.312264e-18 1.350667e-18 -1.235957e-19 2.181004e+00 1.323554e-19 6.949194e-20 
3.249904e-18 -3.128842e+00 3.913247e-18 4.094867e-18 -3.740775e-18 2.168741e+00 -3.186266e-18 -3.013261e-18 
6.190302e-18 -3.307216e+00 7.158534e-18 7.407259e-18 -6.779376e-18 2.394836e+00 -5.914304e-18 -5.647972e-18 
9.973929e-18 -3.495090e+00 1.134960e-17 1.169153e-17 -1.071520e-17 2.628972e+00 -9.490006e-18 -9.107223e-18 
1.489502e-17 -3.701644e+00 1.684691e-17 1.731558e-17 -1.581932e-17 2.866978e+00 -1.411652e-17 -1.358739e-17 
7.522034e-18 -6.364506e+00 1.016058e-17 1.032639e-17 -5.327367e-18 2.520618e+00 -4.064101e-18 -4.221418e-18 
9.918955e-18 -6.202965e+00 1.368030e-17 1.398668e-17 -7.193654e-18 2.392554e+00 -5.191677e-18 -5.352631e-18 
4.265400e-17 -3.882319e+00 4.949088e-17 5.084272e-17 -4.393610e-17 2.963024e+00 -3.753210e-17 -3.604236e-17 
6.485557e-17 -4.008736e+00 7.602206e-17 7.801295e-17 -6.561096e-17 3.045837e+00 -5.535860e-17 -5.322871e-17 
9.327285e-17 -4.103648e+00 1.107281e-16 1.136255e-16 -9.324362e-17 3.113669e+00 -7.754773e-17 -7.459317e-17 
7.166998e-17 -2.168966e+01 4.448598e-17 5.629784e-16 -1.232781e-16 7.610206e+00 -1.132684e-16 -1.012443e-16 
3.040249e-17 -5.448215e+00 4.456819e-17 4.703036e-17 -2.324198e-17 1.936055e+00 -2.019160e-17 -2.074598e-17 
2.633228e-16 -2.406898e+00 3.161920e-16 3.246980e-16 -2.613518e-16 2.262233e+00 -2.122418e-16 -2.037216e-16 
4.009199e-16 -2.094157e+00 4.818765e-16 4.938098e-16 -3.936896e-16 2.075367e+00 -3.158568e-16 -3.032416e-16 
