-3.000000e-02 1.831200e-01 0.000000e+00 -1.570796e+00 0.000000e+00 0.000000e+00 1.056073e+00 -0.000000e+00 -1.750653e+00 2.265377e+00 6.024751e-01 -0.000000e+00 -1.750653e+00 2.718975e+00 2.606427e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.570028e+00 0.000000e+00 -7.358778e-01 2.305905e+00 -2.237113e+00 0.000000e+00 7.358778e-01 1.501235e+00 0.000000e+00 0.000000e+00 
-1.550263e-02 1.843361e-01 3.214337e-22 -1.583341e+00 -2.507693e-22 1.765195e-21 9.887816e-01 -0.000000e+00 -1.775298e+00 2.357313e+00 5.182412e-01 -0.000000e+00 -1.725335e+00 2.777890e+00 2.934749e-01 5.786257e-03 4.308725e-21 -6.034576e-01 -3.539446e-21 2.392071e-20 -1.130179e+00 0.000000e+00 -3.101865e-01 1.440366e+00 -1.184575e+00 0.000000e+00 2.482104e-01 9.363644e-01 1.776859e-03 -8.878682e-05 
-1.538484e-03 1.835165e-01 6.740968e-22 -1.625073e+00 -3.095201e-21 3.518988e-21 9.415879e-01 -0.000000e+00 -1.785674e+00 2.414882e+00 4.794704e-01 -0.000000e+00 -1.726680e+00 2.818006e+00 2.662855e-01 -3.808929e-02 9.684156e-21 -1.049860e+00 -1.563885e-19 4.053259e-20 -7.747058e-01 0.000000e+00 -1.304116e-01 9.051174e-01 -4.048998e-01 0.000000e+00 -2.964462e-01 7.013460e-01 2.009625e-03 1.795903e-02 
7.321184e-03 1.829074e-01 4.105170e-21 -1.651522e+00 -1.223508e-20 2.098492e-20 9.096430e-01 -0.000000e+00 -1.790033e+00 2.451187e+00 4.744839e-01 -0.000000e+00 -1.753625e+00 2.849937e+00 2.928605e-02 -1.670949e-02 1.590043e-19 3.495408e-01 -2.990581e-19 7.731072e-19 -5.184159e-01 0.000000e+00 -5.476056e-02 5.731765e-01 1.780587e-01 0.000000e+00 -7.624012e-01 5.843425e-01 1.112499e-02 3.020812e-02 
1.338330e-03 1.793443e-01 1.650756e-20 -1.595809e+00 -5.090410e-20 7.447128e-20 8.884031e-01 -0.000000e+00 -1.791863e+00 2.474257e+00 4.949761e-01 -0.000000e+00 -1.800747e+00 2.876567e+00 -2.680763e-01 -1.326460e-01 3.423179e-19 1.896737e+00 -1.376417e-18 1.344934e-18 -3.426754e-01 0.000000e+00 -2.298150e-02 3.656569e-01 6.224839e-01 0.000000e+00 -1.099156e+00 4.766721e-01 1.348796e-02 2.938142e-02 
-1.347570e-02 1.784322e-01 3.468582e-20 -1.499404e+00 -7.443515e-20 1.698863e-19 8.744062e-01 -0.000000e+00 -1.792631e+00 2.489021e+00 5.351356e-01 -0.000000e+00 -1.861163e+00 2.896824e+00 -2.531801e-01 9.357890e-03 3.595184e-19 1.607814e+00 2.007320e-19 2.015000e-18 -2.252528e-01 0.000000e+00 -9.642225e-03 2.348950e-01 9.706838e-01 0.000000e+00 -1.293783e+00 3.230992e-01 2.706193e-02 6.479319e-03 
-2.370417e-02 1.785121e-01 5.325042e-20 -1.434530e+00 -3.981745e-20 2.715653e-19 8.652102e-01 -0.000000e+00 -1.792954e+00 2.498540e+00 5.909348e-01 -0.000000e+00 -1.927805e+00 2.907666e+00 -1.578352e-01 -3.287831e-03 3.918462e-19 1.003873e+00 1.227082e-18 2.095600e-18 -1.480617e-01 0.000000e+00 -4.044668e-03 1.521064e-01 1.251863e+00 0.000000e+00 -1.349338e+00 9.747492e-02 2.791802e-02 -1.659336e-02 
-2.937442e-02 1.783158e-01 7.480202e-20 -1.397926e+00 5.377579e-20 3.840322e-19 8.591493e-01 -0.000000e+00 -1.793089e+00 2.504736e+00 6.594746e-01 -0.000000e+00 -1.993928e+00 2.905250e+00 -6.936844e-02 -3.058843e-03 4.803940e-19 4.657408e-01 2.584019e-18 2.452835e-18 -9.805425e-02 0.000000e+00 -1.695459e-03 9.974971e-02 1.481668e+00 0.000000e+00 -1.274843e+00 -2.068250e-01 2.877531e-02 -4.120915e-02 
-3.059875e-02 1.783063e-01 1.024500e-19 -1.387937e+00 2.265898e-19 5.225123e-19 8.551014e-01 -0.000000e+00 -1.793145e+00 2.508840e+00 7.382514e-01 -0.000000e+00 -2.053317e+00 2.885862e+00 2.163951e-02 3.197865e-03 6.389060e-19 -7.100036e-02 4.420774e-18 3.151786e-18 -6.634980e-02 0.000000e+00 -7.080607e-04 6.705786e-02 1.659869e+00 0.000000e+00 -1.082154e+00 -5.777149e-01 2.962397e-02 -6.611893e-02 
-2.699401e-02 1.786288e-01 1.402890e-19 -1.406039e+00 5.060994e-19 7.070863e-19 8.523069e-01 -0.000000e+00 -1.793169e+00 2.511658e+00 8.243223e-01 -0.000000e+00 -2.100439e+00 2.846913e+00 1.256241e-01 8.961594e-03 8.935492e-19 -6.683742e-01 6.868893e-18 4.325467e-18 -4.715973e-02 0.000000e+00 -2.894130e-04 4.744914e-02 1.769282e+00 0.000000e+00 -7.874683e-01 -9.818136e-01 3.045494e-02 -8.974333e-02 
-1.762951e-02 1.790248e-01 1.940757e-19 -1.456872e+00 9.241981e-19 9.665998e-19 8.502370e-01 -0.000000e+00 -1.793178e+00 2.513737e+00 9.135500e-01 -0.000000e+00 -2.130763e+00 2.788009e+00 2.539842e-01 3.780351e-03 1.284657e-18 -1.391702e+00 9.950133e-18 6.193664e-18 -3.692594e-02 0.000000e+00 -1.032411e-04 3.702918e-02 1.781007e+00 0.000000e+00 -4.151162e-01 -1.365891e+00 3.125718e-02 -1.100630e-01 
-1.004199e-03 1.784901e-01 2.718446e-19 -1.548531e+00 1.507003e-18 1.342911e-18 8.484976e-01 -0.000000e+00 -1.793180e+00 2.515479e+00 1.000359e+00 -0.000000e+00 -2.141233e+00 2.711671e+00 4.176218e-01 -3.300295e-02 1.860457e-18 -2.314555e+00 1.336173e-17 9.047426e-18 -3.373968e-02 0.000000e+00 -6.514271e-17 3.373968e-02 1.669734e+00 0.000000e+00 2.690911e-15 -1.669734e+00 3.201362e-02 -1.246659e-01 
