9.174736e-01 1.397142e-02 -1.788106e-01 8.746594e-01 1.220250e-01 
9.465670e-01 1.058387e-02 -2.053550e-01 8.746574e-01 1.228615e-01 
9.731958e-01 8.291132e-03 -2.305200e-01 8.746518e-01 1.236849e-01 
9.958169e-01 7.109291e-03 -2.527727e-01 8.746454e-01 1.244919e-01 
1.012008e+00 8.100356e-03 -2.707499e-01 8.746398e-01 1.252809e-01 
1.018332e+00 1.377726e-02 -2.835293e-01 8.746308e-01 1.260509e-01 
1.009496e+00 2.906019e-02 -2.907388e-01 8.746152e-01 1.267976e-01 
9.762894e-01 6.335614e-02 -2.925407e-01 8.746121e-01 1.275072e-01 
9.062523e-01 1.158956e-01 -2.870588e-01 8.746122e-01 1.395231e-01 
9.314516e-01 6.067999e-02 -2.695359e-01 8.746146e-01 1.520189e-01 
9.345463e-01 3.997776e-02 -2.527220e-01 8.745968e-01 1.527948e-01 
9.376392e-01 1.532109e-02 -2.496886e-01 8.746070e-01 1.713354e-01 
9.431963e-01 6.891376e-03 -2.595038e-01 8.745681e-01 1.839842e-01 
8.911727e-01 2.408492e-02 -2.474466e-01 8.745644e-01 2.067534e-01 
8.707196e-01 3.647611e-02 -2.402471e-01 8.745548e-01 2.076062e-01 
9.200242e-01 2.223115e-03 -2.783359e-01 8.745284e-01 2.306170e-01 
8.840266e-01 3.898302e-02 -2.840621e-01 8.745236e-01 2.355761e-01 
8.236650e-01 5.552791e-02 -2.568294e-01 8.745258e-01 2.521623e-01 
8.528887e-01 4.204409e-03 -2.584304e-01 8.745529e-01 2.758902e-01 
8.379347e-01 2.184644e-02 -2.632156e-01 8.744888e-01 2.779233e-01 
8.323999e-01 3.388232e-02 -2.847898e-01 8.744658e-01 2.929733e-01 
8.701738e-01 1.803485e-02 -3.075641e-01 8.744655e-01 2.938210e-01 
9.011386e-01 1.023402e-02 -3.315824e-01 8.744658e-01 2.946756e-01 
9.259011e-01 8.283541e-03 -3.552415e-01 8.744660e-01 2.955228e-01 
9.416223e-01 1.312282e-02 -3.766355e-01 8.744605e-01 2.963509e-01 
9.412422e-01 2.967689e-02 -3.936100e-01 8.744566e-01 2.971476e-01 
9.120719e-01 6.335571e-02 -4.057952e-01 8.744503e-01 3.048179e-01 
9.479606e-01 2.172385e-02 -4.075071e-01 8.744577e-01 3.122804e-01 
9.579178e-01 5.876384e-03 -4.024938e-01 8.744505e-01 3.131501e-01 
9.488232e-01 4.770692e-03 -3.931570e-01 8.744508e-01 3.140139e-01 
9.244492e-01 1.590520e-02 -3.808106e-01 8.744055e-01 3.148617e-01 
9.050438e-01 1.325246e-02 -3.676093e-01 8.744032e-01 3.237163e-01 
9.127104e-01 2.571756e-03 -3.668721e-01 8.743948e-01 3.259847e-01 
8.841635e-01 3.266666e-02 -3.700561e-01 8.743874e-01 3.276134e-01 
8.803546e-01 1.823645e-02 -3.580219e-01 8.743960e-01 3.338269e-01 
8.775258e-01 9.016877e-03 -3.468114e-01 8.743959e-01 3.346646e-01 
8.709549e-01 8.086664e-03 -3.401608e-01 8.743964e-01 3.355156e-01 
8.657651e-01 1.705116e-02 -3.468632e-01 8.743915e-01 3.384385e-01 
8.493780e-01 1.400277e-02 -3.282333e-01 8.743908e-01 3.392433e-01 
8.275389e-01 5.765522e-03 -3.082666e-01 8.743883e-01 3.493505e-01 
8.175303e-01 1.464044e-02 -3.090123e-01 8.743801e-01 3.512216e-01 
8.135250e-01 2.443528e-02 -3.277966e-01 8.743650e-01 3.642013e-01 
8.464058e-01 1.321860e-02 -3.503195e-01 8.743625e-01 3.650576e-01 
8.745266e-01 8.294292e-03 -3.743760e-01 8.743619e-01 3.659170e-01 
8.977172e-01 8.509402e-03 -3.986327e-01 8.743617e-01 3.667678e-01 
9.125827e-01 1.556913e-02 -4.213914e-01 8.743601e-01 3.675997e-01 
9.112044e-01 3.521321e-02 -4.404586e-01 8.743588e-01 3.683998e-01 
9.151317e-01 3.630126e-02 -4.574243e-01 8.743430e-01 3.803344e-01 
9.443674e-01 9.353801e-03 -4.608722e-01 8.743568e-01 3.815078e-01 
9.458217e-01 6.502059e-03 -4.604109e-01 8.743506e-01 3.824377e-01 
9.239239e-01 2.336071e-02 -4.563401e-01 8.742819e-01 3.833374e-01 
9.320618e-01 4.729701e-03 -4.536784e-01 8.742801e-01 3.911670e-01 
9.227766e-01 1.076945e-02 -4.515197e-01 8.742777e-01 3.922513e-01 
9.025830e-01 1.507577e-02 -4.411549e-01 8.742804e-01 3.977765e-01 
8.982090e-01 3.214912e-03 -4.257806e-01 8.742835e-01 3.986402e-01 
8.820065e-01 3.208205e-03 -4.104329e-01 8.742831e-01 3.995013e-01 
8.797005e-01 2.341888e-03 -4.120050e-01 8.742838e-01 4.042464e-01 
8.697482e-01 2.078189e-02 -4.261604e-01 8.742811e-01 4.099114e-01 
8.694535e-01 1.523311e-02 -4.215628e-01 8.742907e-01 4.111669e-01 
8.660365e-01 1.908390e-02 -4.232398e-01 8.742584e-01 4.123778e-01 
8.491553e-01 1.657446e-02 -4.046374e-01 8.742678e-01 4.131754e-01 
8.353095e-01 3.945311e-03 -3.884407e-01 8.742718e-01 4.234577e-01 
8.186986e-01 1.893605e-02 -3.889454e-01 8.742622e-01 4.255729e-01 
8.147323e-01 2.801651e-02 -4.085072e-01 8.742403e-01 4.399987e-01 
8.488042e-01 1.580618e-02 -4.312216e-01 8.742397e-01 4.408510e-01 
8.784439e-01 9.758127e-03 -4.556694e-01 8.742408e-01 4.417081e-01 
9.042865e-01 8.000016e-03 -4.806043e-01 8.742410e-01 4.425588e-01 
9.243416e-01 1.098263e-02 -5.044780e-01 8.742400e-01 4.433938e-01 
9.333260e-01 2.205438e-02 -5.253434e-01 8.742397e-01 4.442027e-01 
9.208189e-01 4.935530e-02 -5.409054e-01 8.742396e-01 4.449708e-01 
9.327542e-01 3.408446e-02 -5.517787e-01 8.742413e-01 4.591813e-01 
9.558784e-01 9.567076e-03 -5.512920e-01 8.742384e-01 4.600850e-01 
9.550159e-01 4.368192e-03 -5.461176e-01 8.742317e-01 4.609652e-01 
9.359906e-01 1.360246e-02 -5.372024e-01 8.742194e-01 4.618287e-01 
9.100489e-01 1.861262e-02 -5.247591e-01 8.741978e-01 4.702954e-01 
9.220872e-01 2.148692e-03 -5.223849e-01 8.741917e-01 4.723407e-01 
8.987866e-01 2.314218e-02 -5.213695e-01 8.741894e-01 4.736301e-01 
8.864070e-01 1.686337e-02 -5.089974e-01 8.742016e-01 4.799286e-01 
8.829065e-01 5.539993e-03 -4.950162e-01 8.742038e-01 4.807735e-01 
8.733944e-01 2.943826e-03 -4.837604e-01 8.742031e-01 4.816253e-01 
8.808501e-01 1.315734e-02 -5.070161e-01 8.742042e-01 4.872129e-01 
8.663784e-01 3.758823e-02 -5.236325e-01 8.741827e-01 4.938486e-01 
8.494600e-01 3.551175e-02 -5.054181e-01 8.741756e-01 4.946219e-01 
